feature,importance
away_predicted_break,0.07679962857414283
away_weighted_break_prob,0.07452903034460973
home_predicted_break,0.06554520146599531
home_weighted_break_prob,0.06481975231577307
critical_synergy_away,0.05949153026507427
home_any_critical,0.04875646234349175
away_any_critical,0.04767731313832278
critical_synergy_home,0.03555848854127423
away_total_critical_patterns,0.02428470978219823
away_away_win_streak,0.021138623190927543
away_away_streak_critical,0.017199044312038773
home_total_critical_patterns,0.01717760041502016
away_independent_patterns,0.01642611837266588
home_home_win_streak,0.015242127208150835
away_total_critical,0.01520147195568025
home_total_critical,0.013613670787984688
away_h2h_win_streak,0.012675889925217785
home_home_streak_critical,0.01259734805343519
home_h2h_win_streak,0.011341629075582853
streak_diff,0.009131033485513732
aligned_patterns_away,0.008684892937740316
any_strong_signal,0.008330017308989081
synergy_away,0.008268026122241572
home_home_last_5_wins,0.00809531839136104
home_strong_signal,0.007811675274355111
total_aligned,0.007727337390180279
home_overall_win_streak,0.007709907345916024
away_overall_last_10_wins,0.007445481282233361
away_max_streak_len,0.007353783758407372
away_away_last_5_wins,0.007019533827837226
max_alternation_len,0.006955563894759471
home_max_streak_len,0.006753829730233319
home_away_win_streak,0.006667799440671844
away_home_win_streak,0.006625513012122501
away_h2h_home_win_streak,0.006587248551588888
away_overall_win_streak,0.00649873651446689
home_h2h_home_win_streak,0.006347778455578235
away_strong_signal,0.006238806128113395
home_overall_last_10_wins,0.006151338529552505
away_home_streak_critical,0.005831511486630935
home_h2h_away_win_streak,0.0057946925537920475
h2h_advantage,0.005396994092239675
home_independent_patterns,0.00539643126169051
away_overall_alternation_len,0.005388945887712494
max_streak_len,0.0052389667805804565
home_away_streak_critical,0.005202387825900032
home_h2h_last_5_wins,0.005136256900149288
home_max_alternation_len,0.00512051097826646
away_league_home_streak,0.005076180431549617
home_league_home_streak,0.004997646662426758
away_h2h_away_win_streak,0.004883503610579856
away_max_alternation_len,0.004690521201672809
away_h2h_games_count,0.004577461184564566
home_streak_overgrowth,0.004533976920110074
home_h2h_games_count,0.0044758822622652135
home_home_alternation_len,0.00446377752027159
away_league_home_wins_last_20,0.004410903224038945
away_h2h_last_5_wins,0.004382132895084883
home_h2h_streak_critical,0.004340686304059869
synergy_home,0.004280996307006754
away_league_home_rate,0.0041038396644658874
away_h2h_streak_critical,0.004035901242217293
max_overgrowth,0.004006827053896953
home_away_last_5_wins,0.003964120622905295
max_alternation_combo,0.0038705533151384367
home_league_home_wins_last_20,0.003730978964151129
away_home_last_5_wins,0.003652620368160482
home_overall_streak_critical,0.0035431616327499934
home_league_home_rate,0.003529237464835295
home_overall_alternation_len,0.0034106985272996833
away_away_last_result,0.0033448666014798687
home_alternation_combo,0.0031016179812675057
away_home_alternation_len,0.0028019920369424783
home_home_last_result,0.0026556225342350484
away_streak_overgrowth,0.0025680010877731827
away_alternation_combo,0.0024141054974990378
away_away_alternation_len,0.0021826807157988857
aligned_patterns_home,0.002175106036131871
home_away_alternation_len,0.001870640067507916
away_overall_alt_critical,0.0017991080117433244
home_home_alt_critical,0.0017956906938535837
away_home_expected_alt,0.0017179770337935245
pattern_agreement,0.0016758136699258812
home_overall_alt_critical,0.0015931129339286224
away_overall_expected_alt,0.0015834215850026468
away_overall_streak_critical,0.0015631348653854147
away_away_alt_critical,0.0015347672188490095
away_away_expected_alt,0.0015276769569490152
home_home_expected_alt,0.0014900154812386626
home_overall_expected_alt,0.001460819937246001
home_overall_last_result,0.0013915814431693517
away_overall_last_result,0.0013903366336908067
away_h2h_home_streak_critical,0.0013434514506093524
away_h2h_last_result,0.0012950788751480832
home_away_expected_alt,0.0012725887302766378
away_h2h_away_streak_critical,0.0012422077388965294
home_away_alt_critical,0.001214619007450013
home_away_last_result,0.0011731787314406574
home_h2h_away_streak_critical,0.0011627033969923556
home_h2h_alternation_len,0.0011031671490712794
away_h2h_alternation_len,0.0010970379056583208
away_h2h_expected_alt,0.0010796995400775633
home_h2h_last_result,0.0010663212708633548
away_home_last_result,0.001038583452871544
home_h2h_expected_alt,0.0009544491311494509
away_home_alt_critical,0.0008886483264483957
home_h2h_home_streak_critical,0.0008629711964814025
home_league_home_streak_critical,0.0005465216654421809
away_league_home_streak_critical,0.000449944588445953
away_h2h_alt_critical,0.0004081063093716073
home_h2h_alt_critical,0.0002150659140321861
critical_pattern_exists,0.0
