feature,importance
home_overall_win_streak,0.16307721892559449
home_any_critical,0.12820801637077953
critical_synergy_home,0.060183594105675524
home_total_critical_patterns,0.059575927894378045
home_total_critical,0.05840292912409932
home_max_streak_len,0.05479203343227158
home_strong_signal,0.030481945524146608
home_max_alternation_len,0.02803436494360346
home_away_win_streak,0.026717172057885447
streak_diff,0.02548604014499876
max_streak_len,0.021413034740192457
home_alternation_combo,0.017195089555451633
home_home_win_streak,0.015960990182132526
any_strong_signal,0.012866719026204163
critical_pattern_exists,0.011607607515804617
home_overall_alternation_len,0.011002758637143817
home_away_streak_critical,0.009206217587999008
home_away_alt_critical,0.009172506796262478
home_home_last_result,0.008546918216307375
home_streak_overgrowth,0.00848135836143488
away_overall_win_streak,0.008357506901901473
home_away_last_5_wins,0.007804257413795407
home_overall_alt_critical,0.007695841415047587
synergy_home,0.0073398285504476125
home_away_alternation_len,0.00673776742423965
away_max_streak_len,0.006646752506365138
away_h2h_alternation_len,0.006419290402189765
away_away_win_streak,0.006124837720736088
home_overall_last_10_wins,0.006104120589209208
max_alternation_combo,0.006038828135452954
away_home_win_streak,0.005914227313920473
away_h2h_win_streak,0.005911270259619473
home_home_last_5_wins,0.005779765870825037
max_alternation_len,0.005772627181204308
home_h2h_win_streak,0.005663432249100934
away_overall_last_10_wins,0.0055266278491118166
home_h2h_games_count,0.005462345796154217
away_h2h_games_count,0.0053483579239676044
away_h2h_last_5_wins,0.0053267331741507756
home_away_last_result,0.005201143312972815
home_h2h_alternation_len,0.005050166544354633
away_h2h_alt_critical,0.004800888608498216
home_home_streak_critical,0.004636960746904423
home_overall_last_result,0.004558418357473199
home_overall_expected_alt,0.004547591958850731
home_home_alt_critical,0.004401387428821668
h2h_advantage,0.004288636593409152
home_away_expected_alt,0.00415086963910783
home_overall_streak_critical,0.004105400037553168
away_away_last_5_wins,0.003735140460629479
home_h2h_last_5_wins,0.0037334237972234128
home_home_alternation_len,0.003379364271515791
max_overgrowth,0.0033359743937969727
away_home_last_5_wins,0.0032824038165346655
away_h2h_streak_critical,0.003269770967781695
home_h2h_expected_alt,0.0032320536524230075
home_h2h_alt_critical,0.003031594014550506
synergy_away,0.003009809154678997
away_strong_signal,0.0027509476825170547
away_max_alternation_len,0.002745448810103617
away_total_critical,0.002334360926556894
home_h2h_streak_critical,0.0022465659957440856
pattern_agreement,0.002040435653311952
away_h2h_expected_alt,0.0020152298929535873
away_total_critical_patterns,0.0018415950259330672
away_home_alternation_len,0.0018303696381868212
away_streak_overgrowth,0.0018232176364377619
home_home_expected_alt,0.0017285768095859112
away_alternation_combo,0.0016777887274512138
away_overall_alternation_len,0.0016089498150051345
away_away_alternation_len,0.0015720987551645434
away_overall_last_result,0.0015516270698183096
away_home_expected_alt,0.0015367756671898546
away_away_last_result,0.0013907300762327688
away_home_last_result,0.0011784883120903454
away_h2h_last_result,0.0011574909852777335
home_h2h_last_result,0.0011357351152304247
away_away_streak_critical,0.0011022295635504946
away_overall_expected_alt,0.001096660677926146
critical_synergy_away,0.0010938465196295253
away_away_expected_alt,0.0009365546820206936
away_overall_streak_critical,0.0008219192161426131
away_any_critical,0.000759618387020054
aligned_patterns_away,0.0007549545728573311
total_aligned,0.0007461556409968534
away_overall_alt_critical,0.000693815513184654
away_home_streak_critical,0.0005945832923066156
aligned_patterns_home,0.00043461952102866067
away_away_alt_critical,0.00033975443772425485
away_home_alt_critical,0.00032099580393550175
