date,season,away_team,home_team,away_score,home_score,away_moneyline,home_moneyline,away_odds,home_odds,home_win
2022-10-21,2022-23,SeattleKraken,COL,3,2,210,-240,3.1,1.417,0
2022-10-22,2022-23,SJS,NJD,1,2,180,-200,2.8,1.5,1
2022-10-22,2022-23,MIN,BOS,3,4,-110,100,1.909,2.0,1
2022-10-22,2022-23,ARI,OTT,2,6,225,-255,3.25,1.392,1
2022-10-22,2022-23,STL,EDM,2,0,140,-155,2.4,1.645,0
2022-10-22,2022-23,LAK,WSH,3,4,120,-130,2.2,1.769,1
2022-10-22,2022-23,NYI,TBL,3,5,116,-126,2.16,1.794,1
2022-10-22,2022-23,PIT,CBJ,6,3,-160,145,1.625,2.45,0
2022-10-22,2022-23,DAL,MTL,5,2,-170,155,1.588,2.55,0
2022-10-22,2022-23,TOR,WPG,4,1,-170,155,1.588,2.55,0
2022-10-22,2022-23,PHI,NSH,3,1,195,-215,2.95,1.465,0
2022-10-22,2022-23,COL,VGK,3,2,113,-123,2.13,1.813,0
2022-10-22,2022-23,CAR,CGY,2,3,135,-150,2.35,1.667,1
2022-10-22,2022-23,BUF,VAN,5,1,147,-162,2.47,1.617,0
2022-10-23,2022-23,SeattleKraken,CHI,4,5,-130,120,1.769,2.2,1
2022-10-23,2022-23,NYI,FLA,2,3,175,-195,2.75,1.513,1
2022-10-23,2022-23,CBJ,NYR,5,1,220,-250,3.2,1.4,0
2022-10-23,2022-23,ANA,DET,1,5,116,-126,2.16,1.794,1
2022-10-23,2022-23,SJS,PHI,3,0,113,-123,2.13,1.813,0
2022-10-24,2022-23,WSH,NJD,6,3,115,-125,2.15,1.8,0
2022-10-24,2022-23,DAL,OTT,2,4,102,-112,2.02,1.893,1
2022-10-24,2022-23,STL,WPG,0,4,100,-110,2.0,1.909,1
2022-10-24,2022-23,PIT,EDM,3,6,118,-128,2.18,1.781,1
2022-10-24,2022-23,TOR,VGK,1,3,100,-110,2.0,1.909,1
2022-10-24,2022-23,CAR,VAN,3,2,-158,143,1.633,2.43,0
2022-10-25,2022-23,ARI,CBJ,6,3,190,-210,2.9,1.476,0
2022-10-25,2022-23,DAL,BOS,1,3,157,-174,2.57,1.575,1
2022-10-25,2022-23,MIN,MTL,3,1,-200,180,1.5,2.8,0
2022-10-25,2022-23,NJD,DET,6,2,-105,-105,1.952,1.952,0
2022-10-25,2022-23,COL,NYR,3,2,-105,-105,1.952,1.952,0
2022-10-25,2022-23,FLA,CHI,2,4,-240,210,1.417,3.1,1
2022-10-25,2022-23,PIT,CGY,1,4,175,-195,2.75,1.513,1
2022-10-25,2022-23,BUF,SeattleKraken,1,5,125,-135,2.25,1.741,1
2022-10-25,2022-23,VGK,SJS,4,2,-156,141,1.641,2.41,0
2022-10-25,2022-23,TBL,LAK,2,4,-136,126,1.735,2.26,1
2022-10-26,2022-23,NYR,NYI,0,3,135,-150,2.35,1.667,1
2022-10-26,2022-23,EDM,STL,3,1,-110,100,1.909,2.0,0
2022-10-26,2022-23,TBL,ANA,4,2,-136,126,1.735,2.26,0
2022-10-27,2022-23,FLA,PHI,3,4,-194,174,1.515,2.74,1
2022-10-27,2022-23,MTL,BUF,3,2,160,-180,2.6,1.556,0
2022-10-27,2022-23,MIN,OTT,4,2,-128,118,1.781,2.18,0
2022-10-27,2022-23,DET,BOS,1,5,210,-240,3.1,1.417,1
2022-10-27,2022-23,STL,NSH,2,6,155,-170,2.55,1.588,1
2022-10-27,2022-23,EDM,CHI,6,5,-195,175,1.513,2.75,0
2022-10-27,2022-23,WSH,DAL,0,2,112,-122,2.12,1.82,1
2022-10-27,2022-23,VAN,SeattleKraken,5,4,108,-118,2.08,1.847,0
2022-10-27,2022-23,WPG,LAK,6,4,130,-140,2.3,1.714,0
2022-10-27,2022-23,TOR,SJS,3,4,-220,200,1.455,3.0,1
2022-10-28,2022-23,ANA,VGK,0,4,240,-270,3.4,1.37,1
2022-10-28,2022-23,NYI,CAR,6,2,165,-185,2.65,1.541,0
2022-10-28,2022-23,COL,NJD,0,1,-120,110,1.833,2.1,1
2022-10-28,2022-23,BOS,CBJ,4,0,-135,125,1.741,2.25,0
2022-10-28,2022-23,PIT,VAN,1,5,-185,165,1.541,2.65,1
2022-10-28,2022-23,WPG,ARI,3,2,-145,132,1.69,2.32,0
2022-10-29,2022-23,NYR,DAL,6,3,-110,100,1.909,2.0,0
2022-10-29,2022-23,OTT,FLA,3,5,170,-190,2.7,1.526,1
2022-10-29,2022-23,TBL,SJS,4,3,-190,170,1.526,2.7,0
2022-10-29,2022-23,CAR,PHI,4,3,-190,170,1.526,2.7,0
2022-10-29,2022-23,TOR,LAK,2,4,-138,128,1.725,2.28,1
2022-10-29,2022-23,MTL,STL,7,4,205,-230,3.05,1.435,0
2022-10-29,2022-23,CHI,BUF,3,4,157,-174,2.57,1.575,1
2022-10-29,2022-23,MIN,DET,1,2,-150,135,1.667,2.35,1
2022-10-29,2022-23,COL,NYI,4,5,-130,120,1.769,2.2,1
2022-10-29,2022-23,WSH,NSH,3,0,117,-127,2.17,1.787,0
2022-10-29,2022-23,EDM,CGY,3,2,135,-150,2.35,1.667,0
2022-10-29,2022-23,PIT,SeattleKraken,1,3,-126,116,1.794,2.16,1
2022-10-30,2022-23,CBJ,NJD,1,7,170,-190,2.7,1.526,1
2022-10-30,2022-23,MIN,CHI,4,3,-220,200,1.455,3.0,0
2022-10-30,2022-23,TOR,ANA,3,4,-170,155,1.588,2.55,1
2022-10-30,2022-23,NYR,ARI,3,2,-250,220,1.4,3.2,0
2022-10-30,2022-23,WPG,VGK,1,2,165,-185,2.65,1.541,1
2022-10-31,2022-23,WSH,CAR,2,3,170,-190,2.7,1.526,1
2022-10-31,2022-23,DET,BUF,3,8,135,-150,2.35,1.667,1
2022-10-31,2022-23,LAK,STL,5,1,110,-120,2.1,1.833,0
2022-11-01,2022-23,OTT,TBL,3,4,165,-185,2.65,1.541,1
2022-11-01,2022-23,PHI,NYR,0,1,220,-250,3.2,1.4,1
2022-11-01,2022-23,VGK,WSH,3,2,-168,153,1.595,2.53,0
2022-11-01,2022-23,BOS,PIT,6,5,107,-117,2.07,1.855,0
2022-11-01,2022-23,MTL,MIN,1,4,220,-250,3.2,1.4,1
2022-11-01,2022-23,NYI,CHI,3,1,-190,170,1.526,2.7,0
2022-11-01,2022-23,LAK,DAL,2,5,120,-130,2.2,1.769,1
2022-11-01,2022-23,NSH,EDM,4,7,147,-162,2.47,1.617,1
2022-11-01,2022-23,SeattleKraken,CGY,5,4,195,-215,2.95,1.465,0
2022-11-01,2022-23,NJD,VAN,5,2,-113,103,1.885,2.03,0
2022-11-01,2022-23,FLA,ARI,1,3,-290,250,1.345,3.5,1
2022-11-01,2022-23,ANA,SJS,6,5,117,-127,2.17,1.787,0
2022-11-02,2022-23,PHI,TOR,2,5,270,-310,3.7,1.323,1
2022-11-02,2022-23,PIT,BUF,3,6,-115,105,1.87,2.05,1
2022-11-03,2022-23,CAR,TBL,4,3,-103,-107,1.971,1.935,0
2022-11-03,2022-23,VGK,OTT,5,4,-138,128,1.725,2.28,0
2022-11-03,2022-23,BOS,NYR,5,2,122,-132,2.22,1.758,0
2022-11-03,2022-23,WSH,DET,1,3,-120,110,1.833,2.1,1
2022-11-03,2022-23,SeattleKraken,MIN,4,0,147,-162,2.47,1.617,0
2022-11-03,2022-23,MTL,WPG,2,3,180,-200,2.8,1.5,1
2022-11-03,2022-23,NYI,STL,5,2,100,-110,2.0,1.909,0
2022-11-03,2022-23,LAK,CHI,1,2,-177,158,1.565,2.58,1
2022-11-03,2022-23,NJD,EDM,4,3,135,-150,2.35,1.667,0
2022-11-03,2022-23,NSH,CGY,4,1,220,-250,3.2,1.4,0
2022-11-03,2022-23,DAL,ARI,7,2,-215,195,1.465,2.95,0
2022-11-03,2022-23,ANA,VAN,5,8,150,-165,2.5,1.606,1
2022-11-03,2022-23,FLA,SJS,4,3,-200,180,1.5,2.8,0
2022-11-04,2022-23,BUF,CAR,3,5,180,-200,2.8,1.5,1
2022-11-05,2022-23,NYI,DET,0,3,-120,110,1.833,2.1,1
2022-11-05,2022-23,CHI,WPG,0,4,200,-220,3.0,1.455,1
2022-11-05,2022-23,DAL,EDM,6,2,145,-160,2.45,1.625,0
2022-11-05,2022-23,PHI,OTT,2,1,160,-180,2.6,1.556,0
2022-11-05,2022-23,BOS,TOR,1,2,122,-132,2.22,1.758,1
2022-11-05,2022-23,VGK,MTL,6,4,-205,185,1.488,2.85,0
2022-11-05,2022-23,SeattleKraken,PIT,3,2,170,-190,2.7,1.526,0
2022-11-05,2022-23,ARI,WSH,3,2,250,-290,3.5,1.345,0
2022-11-05,2022-23,BUF,TBL,3,5,210,-240,3.1,1.417,1
2022-11-05,2022-23,NSH,VAN,4,3,105,-115,2.05,1.87,0
2022-11-05,2022-23,NJD,CGY,4,3,147,-162,2.47,1.617,0
2022-11-05,2022-23,FLA,LAK,4,5,-122,112,1.82,2.12,1
2022-11-05,2022-23,ANA,SJS,5,4,127,-137,2.27,1.73,0
2022-11-06,2022-23,TOR,CAR,3,1,142,-157,2.42,1.637,0
2022-11-06,2022-23,DET,NYR,3,2,200,-220,3.0,1.455,0
2022-11-06,2022-23,FLA,ANA,5,3,-190,170,1.526,2.7,0
2022-11-07,2022-23,CGY,NYI,3,4,-120,110,1.833,2.1,1
2022-11-07,2022-23,STL,BOS,1,3,165,-185,2.65,1.541,1
2022-11-07,2022-23,EDM,WSH,4,5,-165,150,1.606,2.5,1
2022-11-08,2022-23,VAN,OTT,6,4,105,-115,2.05,1.87,0
2022-11-08,2022-23,STL,PHI,1,5,-125,115,1.8,2.15,1
2022-11-08,2022-23,NYI,NYR,4,3,152,-167,2.52,1.599,0
2022-11-08,2022-23,CGY,NJD,2,3,117,-127,2.17,1.787,1
2022-11-08,2022-23,ARI,BUF,4,1,205,-230,3.05,1.435,0
2022-11-08,2022-23,VGK,TOR,4,3,100,-110,2.0,1.909,0
2022-11-08,2022-23,MTL,DET,3,2,140,-155,2.4,1.645,0
2022-11-08,2022-23,EDM,TBL,3,2,150,-165,2.5,1.606,0
2022-11-08,2022-23,DAL,WPG,1,5,-112,102,1.893,2.02,1
2022-11-08,2022-23,NSH,SeattleKraken,1,5,-104,-106,1.962,1.943,1
2022-11-08,2022-23,MIN,LAK,0,1,100,-110,2.0,1.909,1
2022-11-09,2022-23,CAR,FLA,0,3,-115,105,1.87,2.05,1
2022-11-09,2022-23,PIT,WSH,4,1,-120,110,1.833,2.1,0
2022-11-09,2022-23,VAN,MTL,2,5,-160,145,1.625,2.45,1
2022-11-09,2022-23,MIN,ANA,4,1,-153,138,1.654,2.38,0
2022-11-10,2022-23,CGY,BOS,1,3,160,-180,2.6,1.556,1
2022-11-10,2022-23,EDM,CAR,2,7,118,-128,2.18,1.781,1
2022-11-10,2022-23,OTT,NJD,3,4,160,-180,2.6,1.556,1
2022-11-10,2022-23,VGK,BUF,7,4,-165,150,1.606,2.5,0
2022-11-10,2022-23,PHI,CBJ,2,5,100,-110,2.0,1.909,1
2022-11-10,2022-23,ARI,NYI,2,0,245,-280,3.45,1.357,0
2022-11-10,2022-23,NYR,DET,8,2,-150,135,1.667,2.35,0
2022-11-10,2022-23,SJS,STL,3,5,147,-162,2.47,1.617,1
2022-11-10,2022-23,NSH,COL,3,5,174,-194,2.74,1.515,1
2022-11-10,2022-23,CHI,LAK,1,2,230,-260,3.3,1.385,1
2022-11-11,2022-23,PIT,TOR,4,2,132,-145,2.32,1.69,0
2022-11-11,2022-23,TBL,WSH,1,5,-135,125,1.741,2.25,1
2022-11-11,2022-23,SJS,DAL,5,4,200,-220,3.0,1.455,0
2022-11-11,2022-23,MIN,SeattleKraken,1,0,-120,110,1.833,2.1,0
2022-11-12,2022-23,OTT,PHI,4,1,-117,107,1.855,2.07,0
2022-11-12,2022-23,EDM,FLA,4,2,145,-160,2.45,1.625,0
2022-11-12,2022-23,PIT,MTL,4,5,-160,145,1.625,2.45,1
2022-11-12,2022-23,BOS,BUF,3,1,-170,155,1.588,2.55,0
2022-11-12,2022-23,VAN,TOR,2,3,155,-170,2.55,1.588,1
2022-11-12,2022-23,ARI,NJD,2,4,240,-270,3.4,1.37,1
2022-11-12,2022-23,CBJ,NYI,3,4,205,-230,3.05,1.435,1
2022-11-12,2022-23,NYR,NSH,1,2,104,-114,2.04,1.877,1
2022-11-12,2022-23,CAR,COL,1,4,106,-116,2.06,1.862,1
2022-11-12,2022-23,STL,VGK,3,2,180,-200,2.8,1.5,0
2022-11-12,2022-23,WPG,CGY,2,3,145,-160,2.45,1.625,1
2022-11-12,2022-23,CHI,ANA,3,2,129,-139,2.29,1.719,0
2022-11-12,2022-23,DET,LAK,3,4,185,-205,2.85,1.488,1
2022-11-13,2022-23,DAL,PHI,5,1,-190,170,1.526,2.7,0
2022-11-13,2022-23,SJS,MIN,3,2,180,-200,2.8,1.5,0
2022-11-13,2022-23,VAN,BOS,2,5,200,-220,3.0,1.455,1
2022-11-13,2022-23,ARI,NYR,1,4,300,-350,4.0,1.286,1
2022-11-13,2022-23,WSH,TBL,3,6,160,-180,2.6,1.556,1
2022-11-13,2022-23,WPG,SeattleKraken,3,2,145,-160,2.45,1.625,0
2022-11-14,2022-23,NYI,OTT,4,2,-108,-102,1.926,1.98,0
2022-11-14,2022-23,LAK,CGY,5,6,155,-170,2.55,1.588,1
2022-11-14,2022-23,CAR,CHI,3,0,-230,205,1.435,3.05,0
2022-11-14,2022-23,STL,COL,3,2,165,-185,2.65,1.541,0
2022-11-15,2022-23,WSH,FLA,2,5,180,-200,2.8,1.5,1
2022-11-15,2022-23,DAL,TBL,4,5,116,-126,2.16,1.794,1
2022-11-15,2022-23,TOR,PIT,5,2,-111,101,1.901,2.01,0
2022-11-15,2022-23,VAN,BUF,5,4,-103,-107,1.971,1.935,0
2022-11-15,2022-23,NJD,MTL,5,1,-185,165,1.541,2.65,0
2022-11-15,2022-23,PHI,CBJ,4,5,-110,100,1.909,2.0,1
2022-11-15,2022-23,MIN,NSH,1,2,-105,-105,1.952,1.952,1
2022-11-15,2022-23,SJS,VGK,5,2,245,-280,3.45,1.357,0
2022-11-15,2022-23,DET,ANA,2,3,-110,100,1.909,2.0,1
2022-11-16,2022-23,BUF,OTT,1,4,143,-158,2.43,1.633,1
2022-11-16,2022-23,STL,CHI,5,2,-170,155,1.588,2.55,0
2022-11-16,2022-23,LAK,EDM,3,1,132,-145,2.32,1.69,0
2022-11-17,2022-23,MTL,CBJ,4,6,-102,-108,1.98,1.926,1
2022-11-17,2022-23,PHI,BOS,1,4,290,-340,3.9,1.294,1
2022-11-17,2022-23,CGY,TBL,1,4,109,-119,2.09,1.84,1
2022-11-17,2022-23,NJD,TOR,3,2,130,-140,2.3,1.714,0
2022-11-17,2022-23,DAL,FLA,6,4,145,-160,2.45,1.625,0
2022-11-17,2022-23,COL,CAR,3,2,120,-130,2.2,1.769,0
2022-11-17,2022-23,ANA,WPG,2,3,185,-205,2.85,1.488,1
2022-11-17,2022-23,WSH,STL,4,5,100,-110,2.0,1.909,1
2022-11-17,2022-23,PIT,MIN,6,4,-107,-103,1.935,1.971,0
2022-11-17,2022-23,NYI,NSH,4,5,102,-112,2.02,1.893,1
2022-11-17,2022-23,NYR,SeattleKraken,2,3,-139,129,1.719,2.29,1
2022-11-17,2022-23,ARI,VGK,1,4,330,-400,4.3,1.25,1
2022-11-17,2022-23,DET,SJS,7,4,110,-120,2.1,1.833,0
2022-11-18,2022-23,LAK,VAN,1,4,102,-112,2.02,1.893,1
2022-11-19,2022-23,NJD,OTT,5,1,-125,115,1.8,2.15,0
2022-11-19,2022-23,CGY,FLA,5,4,121,-131,2.21,1.763,0
2022-11-19,2022-23,DET,CBJ,6,1,-131,121,1.763,2.21,0
2022-11-19,2022-23,PIT,WPG,3,0,-118,108,1.847,2.08,0
2022-11-19,2022-23,COL,WSH,4,0,-118,108,1.847,2.08,0
2022-11-19,2022-23,BUF,TOR,2,5,245,-280,3.45,1.357,1
2022-11-19,2022-23,PHI,MTL,4,5,116,-126,2.16,1.794,1
2022-11-19,2022-23,CHI,BOS,1,6,375,-450,4.75,1.222,1
2022-11-19,2022-23,TBL,NSH,3,2,-124,114,1.806,2.14,0
2022-11-19,2022-23,NYI,DAL,2,5,140,-155,2.4,1.645,1
2022-11-19,2022-23,ANA,STL,2,6,160,-180,2.6,1.556,1
2022-11-19,2022-23,CAR,MIN,1,2,-120,110,1.833,2.1,1
2022-11-19,2022-23,LAK,SeattleKraken,2,3,110,-120,2.1,1.833,1
2022-11-19,2022-23,VGK,EDM,3,4,-112,102,1.893,2.02,1
2022-11-19,2022-23,NYR,SJS,2,1,-166,151,1.602,2.51,0
2022-11-20,2022-23,FLA,CBJ,3,5,-245,215,1.408,3.15,1
2022-11-20,2022-23,PIT,CHI,5,3,-230,205,1.435,3.05,0
2022-11-21,2022-23,EDM,New Jersey,2,5,135,-150,2.35,1.667,1
2022-11-21,2022-23,CGY,PHI,5,2,-210,190,1.476,2.9,0
2022-11-21,2022-23,BOS,Tampa Bay,5,3,-101,-109,1.99,1.917,0
2022-11-21,2022-23,CAR,WPG,3,4,-166,151,1.602,2.51,1
2022-11-21,2022-23,NY Islanders,TOR,3,2,151,-166,2.51,1.602,0
2022-11-21,2022-23,ANA,St. Louis,1,3,174,-194,2.74,1.515,1
2022-11-21,2022-23,ARI,NSH,3,4,220,-250,3.2,1.4,1
2022-11-21,2022-23,COL,DAL,3,2,108,-118,2.08,1.847,0
2022-11-21,2022-23,VGK,VAN,5,4,-138,128,1.725,2.28,0
2022-11-21,2022-23,OTT,San Jose,1,5,-117,107,1.855,2.07,1
2022-11-22,2022-23,BUF,MTL,7,2,-103,-107,1.971,1.935,0
2022-11-22,2022-23,NY Rangers,Los Angeles,5,3,-145,132,1.69,2.32,0
2022-11-23,2022-23,ARI,CAR,4,0,300,-350,4.0,1.286,0
2022-11-23,2022-23,St. Louis,BUF,2,6,-135,125,1.741,2.25,1
2022-11-23,2022-23,WPG,MIN,1,6,135,-150,2.35,1.667,1
2022-11-23,2022-23,BOS,FLA,2,5,105,-115,2.05,1.87,1
2022-11-23,2022-23,TOR,New Jersey,2,1,112,-122,2.12,1.82,0
2022-11-23,2022-23,MTL,CBJ,3,1,110,-120,2.1,1.833,0
2022-11-23,2022-23,CGY,PIT,1,2,110,-120,2.1,1.833,1
2022-11-23,2022-23,EDM,NY Islanders,0,3,105,-115,2.05,1.87,1
2022-11-23,2022-23,PHI,WSH,2,3,215,-245,3.15,1.408,1
2022-11-23,2022-23,NSH,DET,0,3,107,-117,2.07,1.855,1
2022-11-23,2022-23,CHI,DAL,4,6,260,-300,3.6,1.333,1
2022-11-23,2022-23,NY Rangers,ANA,2,3,-155,140,1.645,2.4,1
2022-11-23,2022-23,San Jose,Seattle Kraken,5,8,160,-180,2.6,1.556,1
2022-11-23,2022-23,VAN,COL,4,3,175,-195,2.75,1.513,0
2022-11-23,2022-23,OTT,VGK,1,4,210,-240,3.1,1.417,1
2022-11-25,2022-23,CAR,BOS,2,3,141,-156,2.41,1.641,1
2022-11-25,2022-23,CGY,WSH,0,3,-118,108,1.847,2.08,1
2022-11-25,2022-23,TOR,MIN,4,3,101,-111,2.01,1.901,0
2022-11-25,2022-23,MTL,CHI,3,2,105,-115,2.05,1.87,0
2022-11-25,2022-23,OTT,ANA,5,1,-145,132,1.69,2.32,0
2022-11-25,2022-23,PIT,PHI,4,1,-225,202,1.444,3.02,0
2022-11-25,2022-23,New Jersey,BUF,3,1,-154,139,1.649,2.39,0
2022-11-25,2022-23,ARI,DET,3,4,170,-190,2.7,1.526,1
2022-11-25,2022-23,NY Islanders,CBJ,3,2,-188,168,1.532,2.68,0
2022-11-25,2022-23,St. Louis,Tampa Bay,2,5,170,-190,2.7,1.526,1
2022-11-25,2022-23,Seattle Kraken,VGK,4,2,168,-188,2.68,1.532,0
2022-11-25,2022-23,WPG,DAL,5,4,147,-162,2.47,1.617,0
2022-11-25,2022-23,Los Angeles,San Jose,5,2,-145,132,1.69,2.32,0
2022-11-26,2022-23,EDM,NY Rangers,4,3,140,-155,2.4,1.645,0
2022-11-26,2022-23,CGY,CAR,2,3,115,-125,2.15,1.8,1
2022-11-26,2022-23,St. Louis,FLA,5,4,180,-200,2.8,1.5,0
2022-11-26,2022-23,WSH,New Jersey,1,5,170,-190,2.7,1.526,1
2022-11-26,2022-23,TOR,PIT,4,1,113,-123,2.13,1.813,0
2022-11-26,2022-23,PHI,NY Islanders,2,5,200,-220,3.0,1.455,1
2022-11-26,2022-23,DAL,COL,1,4,155,-170,2.55,1.588,1
2022-11-26,2022-23,VAN,VGK,5,1,170,-190,2.7,1.526,0
2022-11-27,2022-23,ARI,MIN,3,4,240,-270,3.4,1.37,1
2022-11-27,2022-23,WPG,CHI,7,2,-166,151,1.602,2.51,0
2022-11-27,2022-23,Seattle Kraken,ANA,5,4,-170,155,1.588,2.55,0
2022-11-27,2022-23,VAN,San Jose,4,3,-110,100,1.909,2.0,0
2022-11-27,2022-23,OTT,Los Angeles,3,2,139,-154,2.39,1.649,0
