feature,importance
streak_diff,0.03340593226777662
away_overall_last_10_wins,0.03173782559307954
away_home_win_streak,0.03133261780028206
home_away_win_streak,0.029471562310273303
home_home_win_streak,0.028616176406006458
away_away_win_streak,0.028000685188582595
home_overall_last_10_wins,0.027832786660091778
home_h2h_games_count,0.02653339873781663
away_h2h_games_count,0.026020627989480582
home_overall_win_streak,0.024712472467762075
away_overall_win_streak,0.02460702196966837
h2h_advantage,0.022784475284550035
home_h2h_last_5_wins,0.022264138880688445
away_home_last_5_wins,0.022159938219615243
away_max_streak_len,0.02144628676824791
max_streak_len,0.020578293501227547
home_home_last_5_wins,0.0205729555319892
away_away_last_5_wins,0.020183485532756156
home_away_last_5_wins,0.01994607350701522
home_max_streak_len,0.01974487466665294
home_h2h_win_streak,0.019366611595036658
away_h2h_last_5_wins,0.018706428882249528
away_h2h_win_streak,0.01842500896430949
max_alternation_len,0.016799690457355135
home_weighted_break_prob,0.014211103714834281
synergy_away,0.013893064676933296
synergy_home,0.01241191277526191
away_weighted_break_prob,0.012236217496554694
home_max_alternation_len,0.011898314707563036
away_max_alternation_len,0.011627925550596697
home_streak_overgrowth,0.011610879960603525
max_overgrowth,0.011004516303485402
away_streak_overgrowth,0.010295959168023032
away_total_critical,0.010262626109373306
any_strong_signal,0.010117875156477545
home_total_critical,0.00998300636962258
away_strong_signal,0.009429804051068448
home_strong_signal,0.008824604429450891
away_home_alternation_len,0.008674457163741862
home_total_critical_patterns,0.008442006864435414
away_total_critical_patterns,0.00836267751976724
home_overall_alternation_len,0.00828221015623896
home_home_alternation_len,0.008158806948962302
away_overall_alternation_len,0.00808379190957972
home_away_alternation_len,0.00807140503196901
pattern_agreement,0.007458483237995694
away_away_alternation_len,0.007372516149770001
home_independent_patterns,0.007120389943637233
critical_synergy_home,0.00702996354705407
home_home_expected_alt,0.006621952227479355
home_away_expected_alt,0.006575124517252958
home_overall_expected_alt,0.006269287298838787
home_away_last_result,0.006173706939956645
critical_synergy_away,0.006115529702966617
away_predicted_break,0.006053232922725771
home_home_last_result,0.005943961856551014
away_home_expected_alt,0.005933965786265666
away_independent_patterns,0.005819650966212389
home_predicted_break,0.00565092882633083
away_away_expected_alt,0.005358927086646597
away_overall_expected_alt,0.00513864125819122
away_home_last_result,0.005119308187785988
away_overall_last_result,0.005095205498178596
home_h2h_last_result,0.004912741022797077
away_h2h_last_result,0.004859745277356099
total_aligned,0.0047889983266321545
away_h2h_alternation_len,0.0046450933659532645
home_overall_last_result,0.004539298398987432
away_h2h_expected_alt,0.004371220237048942
home_away_streak_critical,0.003998248424359467
away_away_streak_critical,0.003882428442604997
away_away_last_result,0.0038057835512872386
home_h2h_alternation_len,0.003748490882291612
max_alternation_combo,0.0037134176602377634
home_h2h_expected_alt,0.0036709751737176188
aligned_patterns_away,0.0035366161745977094
away_home_streak_critical,0.0034909611305497883
home_home_streak_critical,0.003415464596594055
aligned_patterns_home,0.003163496296953071
away_any_critical,0.0027910290004288987
home_alternation_combo,0.0027344606455730774
away_h2h_streak_critical,0.0026421238210533214
away_overall_streak_critical,0.0026272411159827614
home_any_critical,0.002537824992646982
home_overall_streak_critical,0.0025313065654909653
away_alternation_combo,0.0023684046999440083
home_h2h_streak_critical,0.0022991532471169796
home_home_alt_critical,0.002214917089387014
home_overall_alt_critical,0.002144320536288417
critical_pattern_exists,0.0018528964394433564
away_home_alt_critical,0.0017057571958473531
away_away_alt_critical,0.0015595331994349394
home_away_alt_critical,0.001421834256387877
away_overall_alt_critical,0.0008772404136509726
home_h2h_alt_critical,0.0007195799175351118
away_h2h_alt_critical,0.0004460867009235511
