feature,importance
streak_diff,0.03559208917564965
away_overall_last_10_wins,0.03485793534498769
home_overall_last_10_wins,0.03323666075802642
home_home_win_streak,0.03229442921770073
home_away_win_streak,0.03090946185038096
away_home_win_streak,0.03032046803829859
away_away_win_streak,0.02994672672138863
home_h2h_games_count,0.02697125788165083
away_overall_win_streak,0.026367388730974738
home_overall_win_streak,0.02541052238286511
away_h2h_games_count,0.02539273882423439
h2h_advantage,0.024194763360844092
home_h2h_win_streak,0.02384643606063827
away_away_last_5_wins,0.023423604820924957
home_home_last_5_wins,0.0227339524411492
away_max_streak_len,0.022149893133513406
max_streak_len,0.021797748699916287
away_home_last_5_wins,0.02172911656427485
home_max_streak_len,0.021666556603068148
home_h2h_last_5_wins,0.020926546161611954
away_h2h_win_streak,0.020641652747598615
home_away_last_5_wins,0.018797239425581654
away_h2h_last_5_wins,0.01870301198100019
max_alternation_len,0.015014134093296825
max_overgrowth,0.014586880202916996
home_max_alternation_len,0.0145180837649312
synergy_away,0.01384157249068738
synergy_home,0.013655921191548988
away_max_alternation_len,0.01263361485273701
any_strong_signal,0.011596302620336507
home_streak_overgrowth,0.010966518079394468
home_strong_signal,0.010905978763682352
away_streak_overgrowth,0.010771910284715473
away_strong_signal,0.010333224175040612
away_overall_alternation_len,0.009362548274919244
home_home_alternation_len,0.009266483934919833
home_total_critical_patterns,0.009026099933633487
pattern_agreement,0.00846752776172018
home_away_alternation_len,0.008460850564763743
away_home_alternation_len,0.008437542964065325
home_overall_alternation_len,0.008435816294607176
away_away_alternation_len,0.008110906974726622
away_total_critical,0.007239810964054097
home_total_critical,0.007077734071399751
away_total_critical_patterns,0.007061072673738199
home_overall_expected_alt,0.006513372662058883
home_away_expected_alt,0.006184474435494337
critical_synergy_away,0.006154577300686049
max_alternation_combo,0.006066756908204262
critical_synergy_home,0.005913387914814012
away_home_expected_alt,0.005840871442721019
home_away_last_result,0.005762265697046685
away_away_expected_alt,0.005755797530188909
away_overall_expected_alt,0.005723843924112602
home_home_last_result,0.005590946512627896
home_home_expected_alt,0.005512375282469486
away_home_last_result,0.005485724468719635
home_h2h_alternation_len,0.005423940672122144
home_alternation_combo,0.005372891298984372
away_away_last_result,0.005327544067107306
away_h2h_last_result,0.005263489102993856
home_overall_last_result,0.005128991708852806
away_alternation_combo,0.005062467644832198
away_overall_last_result,0.0047729625228250805
home_any_critical,0.004630575508337573
away_h2h_alternation_len,0.004395237324318448
home_h2h_last_result,0.004371606491021143
away_any_critical,0.003935951388877253
home_h2h_expected_alt,0.0035549807112294804
home_home_streak_critical,0.003542910203106064
away_h2h_expected_alt,0.0034239273433349727
home_overall_streak_critical,0.003232650494853467
away_overall_streak_critical,0.0031960605062481585
away_away_streak_critical,0.0031852285405239685
away_home_alt_critical,0.003180197679769146
home_away_streak_critical,0.0029371055959685264
critical_pattern_exists,0.002523246921712992
away_home_streak_critical,0.0024622527209951545
home_away_alt_critical,0.0024191037959767343
total_aligned,0.0024106377048070658
home_overall_alt_critical,0.002319681407033652
aligned_patterns_away,0.002309032588659463
aligned_patterns_home,0.0021494273178290714
away_away_alt_critical,0.002002050983528532
away_overall_alt_critical,0.0019365712853489068
home_home_alt_critical,0.0018914612101666836
away_h2h_streak_critical,0.0018119707187977164
home_h2h_streak_critical,0.0016087077397055744
home_h2h_alt_critical,0.0011373258546293718
away_h2h_alt_critical,0.0008946810082443126
